D:\Lab Python\Lab_2\dataset2\rose_0001.jpg|dataset2\rose_0001.jpg|rose
D:\Lab Python\Lab_2\dataset2\rose_0002.jpg|dataset2\rose_0002.jpg|rose
D:\Lab Python\Lab_2\dataset2\rose_0003.jpg|dataset2\rose_0003.jpg|rose
D:\Lab Python\Lab_2\dataset2\rose_0004.jpg|dataset2\rose_0004.jpg|rose
D:\Lab Python\Lab_2\dataset2\rose_0005.jpg|dataset2\rose_0005.jpg|rose
D:\Lab Python\Lab_2\dataset2\rose_0006.jpg|dataset2\rose_0006.jpg|rose
D:\Lab Python\Lab_2\dataset2\rose_0007.jpg|dataset2\rose_0007.jpg|rose
D:\Lab Python\Lab_2\dataset2\rose_0008.jpg|dataset2\rose_0008.jpg|rose
D:\Lab Python\Lab_2\dataset2\rose_0009.jpg|dataset2\rose_0009.jpg|rose
D:\Lab Python\Lab_2\dataset2\rose_0010.jpg|dataset2\rose_0010.jpg|rose
D:\Lab Python\Lab_2\dataset2\rose_0011.jpg|dataset2\rose_0011.jpg|rose
D:\Lab Python\Lab_2\dataset2\rose_0012.jpg|dataset2\rose_0012.jpg|rose
D:\Lab Python\Lab_2\dataset2\rose_0013.jpg|dataset2\rose_0013.jpg|rose
D:\Lab Python\Lab_2\dataset2\rose_0014.jpg|dataset2\rose_0014.jpg|rose
D:\Lab Python\Lab_2\dataset2\rose_0015.jpg|dataset2\rose_0015.jpg|rose
D:\Lab Python\Lab_2\dataset2\rose_0016.jpg|dataset2\rose_0016.jpg|rose
D:\Lab Python\Lab_2\dataset2\rose_0017.jpg|dataset2\rose_0017.jpg|rose
D:\Lab Python\Lab_2\dataset2\rose_0018.jpg|dataset2\rose_0018.jpg|rose
D:\Lab Python\Lab_2\dataset2\rose_0019.jpg|dataset2\rose_0019.jpg|rose
D:\Lab Python\Lab_2\dataset2\rose_0020.jpg|dataset2\rose_0020.jpg|rose
D:\Lab Python\Lab_2\dataset2\rose_0021.jpg|dataset2\rose_0021.jpg|rose
D:\Lab Python\Lab_2\dataset2\rose_0022.jpg|dataset2\rose_0022.jpg|rose
D:\Lab Python\Lab_2\dataset2\rose_0023.jpg|dataset2\rose_0023.jpg|rose
D:\Lab Python\Lab_2\dataset2\rose_0024.jpg|dataset2\rose_0024.jpg|rose
D:\Lab Python\Lab_2\dataset2\rose_0025.jpg|dataset2\rose_0025.jpg|rose
D:\Lab Python\Lab_2\dataset2\rose_0026.jpg|dataset2\rose_0026.jpg|rose
D:\Lab Python\Lab_2\dataset2\rose_0027.jpg|dataset2\rose_0027.jpg|rose
D:\Lab Python\Lab_2\dataset2\rose_0028.jpg|dataset2\rose_0028.jpg|rose
